Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
7eac7df9-073b-4bb3-39b9-9b46e8ef88cb,2018-05-17,,999-75-3032,,,,Isaiah615,Marks830,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,1097 Terry Wynd Apt 87,Framingham,Massachusetts,Middlesex County,01701,42.32536806205136,-71.46556556849953,77791.11999999998,109.34999999999997
1a8bd066-0dc6-1e08-fbd6-2590316fc179,1999-01-13,,999-73-8554,S99918164,X58152123X,Ms.,Suzan149,Jenkins714,,,,white,nonhispanic,F,Malden  Massachusetts  US,1092 Franecki Orchard,Natick,Massachusetts,Middlesex County,,42.256941100833025,-71.35656025996629,752338.5674999999,1274.8424999999997
f24e12a0-3371-f6cc-40af-3c16d4789cf3,1998-05-15,,999-97-2106,S99985672,X69289578X,Mr.,Laverne101,Morar593,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,403 Mayer Esplanade,Boston,Massachusetts,Suffolk County,02124,42.3427417604002,-71.16132562750238,690995.3699999998,3035.88
ea924487-0258-a48d-8c8b-220b48556a2e,1986-12-09,,999-49-2114,S99968806,X9840585X,Mrs.,Silvia880,Villalpando154,,Villaseñor332,M,white,hispanic,F,Port-au-Prince  Haiti  HT,668 Ondricka Haven Suite 62,Haverhill,Massachusetts,Essex County,,42.77892011343348,-71.17671854632005,1679872.0550000004,2949.345
909bdb08-eeb3-3602-1b30-887dbf94e590,1977-06-25,,999-63-2566,S99994605,X3097301X,Mr.,Raymundo71,Ryan260,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,899 Mante Alley Apt 58,Woburn,Massachusetts,Middlesex County,,42.44921335553291,-71.12382748822802,1181636.055,767.5949999999996
dff4fb18-b328-ee30-7c7b-aa0be3e72322,2000-05-04,,999-42-5151,S99917861,X57287844X,Ms.,Sara501,Matos876,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,527 Collier Brook,Boston,Massachusetts,Suffolk County,02121,42.39238357888647,-71.14982661755836,641740.2969999999,231270.05299999999
29b93630-8a0f-e25c-db9f-425b709f6224,1967-10-28,,999-72-3373,S99915156,X55016457X,Mr.,Nicholas495,Gerlach374,,,M,white,nonhispanic,M,North Reading  Massachusetts  US,338 Medhurst Light Unit 82,Webster,Massachusetts,Worcester County,01570,42.05321963691956,-71.86630198772635,2196560.5824999996,2110.2075
77857d90-614c-9ae0-ce9b-7fba9e360fbb,1960-08-22,,999-68-3490,S99987014,X49895694X,Mrs.,Marybelle759,Frami345,,Mosciski958,M,black,nonhispanic,F,Worcester  Massachusetts  US,297 Dietrich Flat,Lakeville,Massachusetts,Plymouth County,,41.865691327047664,-71.00045905249912,1737345.702000001,712723.338
ee1e8593-ac37-75dd-aa19-3c8aa73eaa42,1957-05-30,2021-05-06,999-59-8196,S99955089,X39973837X,Mrs.,Tisha655,Mante251,,Ortiz186,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,818 Heaney Lane,Springfield,Massachusetts,Hampden County,,42.09287218358848,-72.5846245420681,2154064.0385,547913.9815
ed2d5e21-f034-7989-192b-bcf0a2df4cf6,1975-06-03,,999-75-8192,S99930442,X75225247X,Ms.,Dierdre747,Mayer370,,,S,white,nonhispanic,F,Billerica  Massachusetts  US,875 McClure Lock Apt 13,Newton,Massachusetts,Middlesex County,02461,42.32573756865206,-71.16328036494392,1655243.764000001,459191.336
9060796b-9dc1-a9b0-7479-1dfdaf7fcfd4,1957-05-30,,999-63-1464,S99924194,X86031463X,Mrs.,Sherika987,Tremblay80,,Kuhn96,M,white,nonhispanic,F,Hanover  Massachusetts  US,518 Schuppe Neck,Springfield,Massachusetts,Hampden County,01020,42.06150371488252,-72.57093838902232,1929702.3775000004,1500700.1424999998
