Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
33e57fcd-96f8-4b89-a83d-c96a24fd5245,2007-02-06,,999-59-9174,S99942729,,,Florentino8,Powlowski563,,,,white,nonhispanic,M,Marshfield  Massachusetts  US,1043 Anderson Plaza Apt 73,Billerica,Massachusetts,Middlesex County,,42.59144164890938,-71.27553353342684,413700.63500000007,159.58499999999998
487a1466-ecbb-e620-11ad-434c4b786958,2005-09-01,,999-35-9114,S99952838,,,Catherine271,Ruecker817,,,,white,nonhispanic,F,North Attleborough  Massachusetts  US,890 Brekke Green Apt 98,Cambridge,Massachusetts,Middlesex County,02472,42.36456917698489,-71.04638538508566,448586.61249999993,571.3874999999998
862fa657-a3f7-5cfd-241c-4f1aee3cbec8,2004-01-02,,999-44-2179,S99979393,,Ms.,Lourdes258,Nitzsche158,,,,white,nonhispanic,F,Duxbury  Massachusetts  US,153 Becker Throughway Apt 22,Woburn,Massachusetts,Middlesex County,,42.43888719957308,-71.19908930184471,681614.7575,35045.722499999996
ab44f9d9-406d-4def-c2bb-f6bc5d548cdf,2002-12-04,,999-14-8008,S99975802,X50453724X,Ms.,Tawny381,Gerlach374,,,,white,nonhispanic,F,Rockland  Massachusetts  US,184 Weber Common,Chelsea,Massachusetts,Suffolk County,02150,42.398905403477045,-71.02252269552916,528341.075,679.9049999999999
3c88e0f0-f89c-48ce-2490-d8f2c79b46e8,1996-12-18,,999-59-1175,S99974092,X30331237X,Mr.,Kerry175,Dicki44,,,,white,nonhispanic,M,Natick  Massachusetts  US,404 Emard Overpass Unit 69,Arlington,Massachusetts,Middlesex County,,42.43017429583878,-71.11601865233771,692962.9775000002,1171.9724999999999
c81b5dd4-7847-a7b6-d2cb-6180a1013823,1988-10-01,,999-67-6648,S99956440,X74413504X,Mr.,Angelo118,Miller503,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,225 Larkin Light Suite 62,Boston,Massachusetts,Suffolk County,02129,42.30037836942924,-71.0629716260058,109487.9095,32830.28049999999
a31b4c79-e71b-b190-6f17-d4c6dfb2d61f,2012-03-27,,999-19-9826,,,,Abram53,Douglas31,,,,white,nonhispanic,M,Billerica  Massachusetts  US,617 Blick Dale Suite 36,Everett,Massachusetts,Middlesex County,02149,42.42006195868987,-71.03981444418834,285528.3,343.94999999999993
ae852542-9064-5eed-faaa-5a534ca62224,1958-08-06,2006-03-29,999-39-3584,S99983910,X47037378X,Ms.,Ethelene252,Smith67,,,S,black,nonhispanic,F,Millbury  Massachusetts  US,890 Pacocha Light,Boston,Massachusetts,Suffolk County,02119,42.27495442705344,-71.13109673365048,1820308.192,630717.548
a3608253-70b2-ce09-787c-c6eeae34b7d7,1985-08-04,,999-28-5946,S99940707,X36252104X,Mrs.,Aleshia311,Wisozk929,,Feeney44,M,white,nonhispanic,F,New Bedford  Massachusetts  US,102 Hoeger Gateway Unit 58,Pinehurst,Massachusetts,Middlesex County,01866,42.54111031511706,-71.18489840087287,1262822.4549999998,334552.755
aef1b1e9-8caa-8135-7a42-25bb431bc9e9,1957-12-04,,999-16-4962,S99994866,X4231404X,Mr.,Jason347,Muller251,,,S,white,hispanic,M,Boston  Massachusetts  US,345 Beier Orchard Suite 60,Middleton,Massachusetts,Essex County,,42.599693716665435,-71.05659855841364,298560.49,0.0
e65c7b1a-b467-e75e-904d-4a9151bd7460,1986-07-05,,999-77-6520,S99924771,X78740936X,Mr.,Antonio44,Garrido242,,,M,white,hispanic,M,Roseau  Saint George  DM,337 Rolfson Mall Suite 22,Revere,Massachusetts,Suffolk County,,42.43522986394195,-71.02666157139063,1670511.6625000003,613.0274999999997
cb661926-f991-c2ea-2957-e63370cd5797,2013-04-01,,999-52-6471,,,,Colby655,Hilll811,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,416 Effertz Skyway,Fall River,Massachusetts,Bristol County,02724,41.68621217692141,-71.06449567009255,32663.893,11853.966999999999
82e00f0d-05d9-e0bb-2c26-af836a449e6c,1964-02-23,,999-30-3426,S99995268,X67892278X,Ms.,Claretta294,Beahan375,,,S,white,nonhispanic,F,Bourne  Massachusetts  US,148 Yundt Mews Apt 96,Plymouth,Massachusetts,Plymouth County,,41.90217128251006,-70.58677421470992,1965318.585,38750.295000000006
5fba9422-b238-0f9c-006a-230be4b751ee,1960-10-29,,999-35-6470,S99986164,X65545492X,Mr.,Doyle959,Veum823,,,M,white,nonhispanic,M,Malden  Massachusetts  US,873 Ledner Passage Unit 82,Medford,Massachusetts,Middlesex County,02155,42.38669662107384,-71.14764596943287,816909.3350000001,23180.235
c27320fb-2cb0-b224-7572-6c14c8f9e663,2023-02-10,,999-42-3121,,,,Candelaria844,Streich926,,,,white,hispanic,F,Sandwich  Massachusetts  US,228 Jast Dam,Amesbury,Massachusetts,Essex County,01913,42.81402863461163,-70.95493254292955,20610.620000000003,12.479999999999968
1bee8292-1217-909b-aadd-93c57966c852,1972-05-10,,999-35-9696,S99937737,X55306494X,Mr.,Bryan958,Hills818,,,S,white,nonhispanic,M,South Yarmouth  Massachusetts  US,833 Adams Mews,Barre,Massachusetts,Worcester County,,42.46256330535012,-72.12247641366643,234707.43,0.0
32317fce-b4f9-9906-783f-66cc5b6e8d1f,1993-08-30,,999-84-1251,S99963420,X26171231X,Mrs.,Laree109,Erdman779,,Brekke496,M,white,nonhispanic,F,Rockland  Massachusetts  US,236 Fahey Approach,Uxbridge,Massachusetts,Worcester County,,42.0799221857868,-71.64660067452309,1198364.9834999996,101697.06649999999
