Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
d2bf535a-9e7f-3809-97fe-84e2cfb24c7f,69176529-fd1f-3b3f-abce-a0a3626769eb,Lesley194 Fisher429,M,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,157
7214574a-5581-34e2-a7d3-79e2d8e7a214,5e765f2b-e908-3888-9fc7-df2cb87beb58,Ludivina884 Steuber698,F,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,157
32c08212-8463-31b8-a74f-3cc8d2f3eb2b,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Whitney250 Wyman904,M,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,173
9533bf96-5c10-3b69-af57-476046839841,e002090d-4e92-300e-b41e-7d1f21dee4c6,Caitlyn56 Medhurst46,F,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,1
95c26fba-4550-3cb9-bfad-21337d3e066f,ef6ab57c-ed94-3dbe-9861-812d515918b3,Tuan998 Fadel536,M,GENERAL PRACTICE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,41.748854,-70.74053599999998,147
71f74b4c-de2a-3c95-a504-5461ae6c5fcc,fbf6180e-b800-3ebe-b91d-93d0288c400e,Peter292 Wintheiser220,M,GENERAL PRACTICE,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,25
87fa86b3-1bf1-3b3d-b21b-d5447df71244,8b58cdd1-3d79-3126-8fe0-da2c54d6805c,Elvin140 Herzog843,M,GENERAL PRACTICE,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,18
e331f432-dc55-39e2-ad43-0575775c7f0e,4bdaa4c2-c664-3089-aee2-7137abbad27f,Burt293 Quigley282,M,GENERAL PRACTICE,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,128
71737f3a-ea68-3387-84da-9e2ef4e0b53f,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Carl856 Halvorson124,M,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,179
b2aae0d7-066b-3b24-9619-56c89f77dda2,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Tracy345 Spencer878,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,388
70df0d60-26ab-3807-95b2-e1b40e396599,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Franklin857 Bayer639,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,127
0c3489d2-d6ce-3b82-9028-d1341ed0222a,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Leslie90 Crona259,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,35
9cf13f81-4f51-30bc-88d6-78385d0bdc7a,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,242
3227e1c6-13c3-38ad-8202-a59fe60ae7fd,4861d01f-019c-3dac-a153-8334e50919f9,Ellan282 Jacobi462,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,336
20dfdf40-ad0a-3879-81ac-75207795c7d5,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Edmundo94 Leffler128,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,15
1fa8c6cb-7259-3a98-901f-4e18f3c6d467,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,140
52c2b1ae-0dd7-3d59-bd63-d81459633e79,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Melvina326 Glover433,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,422
df1d4cae-a051-3420-93a9-202c30e2cd0f,c44f361c-2efb-3050-8f97-0354a12e2920,Mauro926 Thompson596,M,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,152
bcc97083-b1b3-362c-9e51-2a1cb1ff5e34,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Amos720 Jacobson885,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,227
871ee247-4921-3778-8d0e-93c37f543a6b,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Nathanael908 Friesen796,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,53
7ff10f91-887c-395f-aa4a-8508345a6bbd,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,147
2535245b-d7f9-3a6b-b865-b252f1ccaf00,ebc3f5c4-6700-34af-8323-85621c313726,Lorenza655 Ziemann98,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,165
ba8cbf5b-8be3-3d42-ac9a-09abf3799c4a,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,11
97d61f38-7d82-3a6a-a983-b453570a697a,d692e283-0833-3201-8e55-4f868a9c0736,Damaris45 Borer986,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,555
5cad1550-c5b6-3fda-99d9-ccd5c478c349,d78e84ec-30aa-3bba-a33a-f29a3a454662,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,8
456aa65e-5fa7-379b-a578-0583a3846d60,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,156
5aac3674-fa34-32ad-a5f8-4c32a3a28010,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,38
987ea39d-2aaa-3e03-b520-402558c251ee,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,33
8b8b5024-b626-3aee-b195-f8fff5f0fe1c,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,215
5702f35e-b588-322c-b7af-ad8567b35b88,7fb56531-86bd-3e4a-8619-4df9942da309,Reynaldo722 Ebert178,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,8
7321e4a7-140a-3974-ab3c-0482214cc276,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,2
6d506a58-a4a0-39ae-b22c-3c32bafb97a7,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,174
9be6dd04-615b-3c9f-ada9-58af8e3372db,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,244
75cd848c-80ba-36f4-951c-78e5c93abe8e,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,36
306aecdf-6592-3fc0-84c6-53d6c4875028,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Jocelyn538 Green467,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,142
eb1c85bd-000c-3830-a093-94128c9528d4,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,417
3846a7c0-3199-3420-83a4-e399a63ede00,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,327
602348bc-b5a9-3573-af2f-faf6c2c60f02,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,179
2141d96f-a509-3b4d-b84d-b5e0f5b9cc96,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,288
b3668d7c-3ed8-3d41-847c-0b888899f161,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6
2c9e6497-d6bb-371c-94a9-7a60def6d114,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,79
e12eb83b-84af-3502-88c0-8aa554f6f704,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,20
dc04ff43-e3f9-3d17-9d03-707356aef4d3,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,80
a4bb331a-ebf4-3d46-8387-0fb808205110,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,180
407f107f-1c0e-33cf-99df-a99a839e9bcf,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,382
12688ad4-ad45-3f52-9dad-c41219b23474,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Iluminada398 Mueller846,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,61
adfcd256-bdc0-350c-8388-3269f5c3eeea,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,216
df533a7b-207f-3c1b-90bd-fab862dcbfb5,465de31f-3098-365c-af70-48a071e1f5aa,Alta896 Schiller186,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,44
f0e02ee6-b405-3e50-b24d-5d92de25557c,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,12
b5e61eca-e6b4-3e40-b243-33e2add6f5eb,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,25
44036ba0-e4a9-3d79-a477-3416750849e2,d7b11827-25f2-350b-bcd8-939fc59851b0,Annika454 Murazik203,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,69
b5895b9a-7db3-3780-9c6b-0c36e5a30af4,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,45
e9a9234a-81ec-3e55-a179-f2d20e4a8f0b,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Cecilia788 Prado282,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,182
